Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,teamworking,problemSolvingskills,techSkillsLevel,comSkillsLevel,resumeLevel,projectsNo,easyProjects,mediumProjects,hardProjects,advancedProjects,personalityLevel,achievementsType,winnerNo,runnerNo,participantNo
21,Male,Electronics And Communication,0,9.17,0,,1,1,9,9,6,3,1,3,4,10,hackathon and others,1,4,7
22,Male,Information Technology,0,6.65,1,,10,3,9,3,4,0,1,4,4,4,hackathon and coding competition,1,1,7
22,Male,Electronics And Communication,2,6.79,0,,9,5,6,5,5,2,0,0,2,8,hackathon,2,4,1
22,Male,Mechanical,1,9.74,0,,2,4,7,7,2,4,2,1,2,5,hackathon and others,3,2,1
22,Female,Information Technology,0,6.04,0,,5,1,3,3,0,0,0,2,4,5,hackathon and extracurricular,3,1,7
21,Male,Electrical,0,8.87,0,,2,0,7,6,6,2,1,1,1,10,hackathon and extracurricular,0,2,7
22,Male,Electronics And Communication,0,6.34,0,,10,3,9,4,2,1,4,4,2,8,hackathon and others,2,2,4
22,Male,Computer Science,1,9.37,0,,8,4,6,7,5,3,0,1,4,1,hackathon,1,0,4
21,Male,Computer Science,1,9.73,0,,4,9,4,9,4,1,3,3,4,10,hackathon and others,3,1,2
21,Male,Computer Science,2,7.61,0,,2,1,7,6,5,4,2,2,4,9,hackathon and coding competition,0,0,1
22,Male,Information Technology,2,7.37,0,,3,6,6,3,2,1,3,4,2,10,hackathon and coding competition,3,4,7
21,Male,Information Technology,1,6.89,0,,4,6,8,8,6,1,0,1,0,2,hackathon and others,0,0,1
22,Male,Civil,0,7.20,1,,1,8,3,6,1,3,0,3,4,5,hackathon,0,3,4
22,Male,Mechanical,1,6.52,0,,5,7,6,7,1,0,3,2,2,10,hackathon,2,3,6
21,Male,Computer Science,1,9.87,0,,10,9,8,7,6,2,4,4,0,6,coding competition,1,2,3
21,Male,Mechanical,0,9.33,0,,4,2,9,7,3,1,4,1,2,9,hackathon and coding competition,3,3,6
21,Male,Electrical,2,8.12,1,,10,0,9,3,3,2,1,0,0,3,hackathon and coding competition,3,1,3
21,Female,Computer Science,0,8.29,0,,6,5,3,3,4,1,0,4,0,8,hackathon and others,1,0,2
22,Male,Mechanical,1,9.22,0,,9,8,4,9,1,2,2,4,1,10,hackathon and others,2,0,1
22,Male,Civil,0,7.64,0,,10,7,9,5,6,3,2,3,2,6,hackathon,2,2,4
21,Male,Electronics And Communication,2,9.46,0,,5,4,3,7,6,3,0,2,3,10,hackathon and coding competition,0,4,7
22,Female,Information Technology,0,9.92,0,,5,3,8,4,4,1,3,2,0,7,hackathon and extracurricular,0,3,6
22,Male,Electronics And Communication,0,9.73,0,,1,3,7,5,3,3,4,3,0,10,coding competition,2,1,6
22,Female,Information Technology,1,7.33,0,,7,0,8,4,0,4,4,4,1,2,hackathon and coding competition,0,4,7
22,Male,Mechanical,1,6.29,0,,6,5,9,9,1,4,0,0,2,3,hackathon and extracurricular,0,3,4
22,Male,Mechanical,1,6.77,0,,6,9,4,7,4,1,0,3,4,8,hackathon and extracurricular,1,4,2
22,Male,Information Technology,0,7.78,0,,4,0,5,4,2,4,3,4,2,8,coding competition,0,0,6
22,Male,Information Technology,0,7.67,0,,8,3,5,6,4,2,3,3,1,6,hackathon and coding competition,2,0,7
21,Male,Electrical,1,8.13,1,,2,2,5,3,0,3,2,3,4,3,coding competition,1,2,7
22,Male,Computer Science,1,8.86,0,,8,4,5,7,1,4,1,1,2,4,hackathon and extracurricular,1,1,3
21,Male,Computer Science,0,6.93,1,,10,7,5,5,5,1,4,2,2,2,hackathon and extracurricular,3,2,4
21,Male,Information Technology,2,9.64,0,,3,6,4,9,0,2,2,3,0,2,hackathon and others,3,2,7
21,Male,Electronics And Communication,1,6.74,1,,5,0,4,3,1,1,2,1,2,8,hackathon,3,1,7
22,Male,Information Technology,0,6.62,0,,1,4,3,9,1,3,1,0,2,8,hackathon,1,3,2
22,Female,Information Technology,0,7.96,0,,7,3,5,5,6,2,3,2,0,1,coding competition,1,4,7
22,Male,Computer Science,0,9.74,1,,2,8,3,5,0,3,3,4,1,3,coding competition,2,1,6
22,Male,Information Technology,1,8.25,0,,2,0,4,7,5,3,4,3,4,6,hackathon,2,0,1
21,Male,Computer Science,0,9.01,1,,7,8,6,4,1,1,4,2,3,10,hackathon and extracurricular,1,3,4
21,Male,Electrical,0,6.51,0,,2,4,8,3,0,2,3,1,2,10,hackathon and coding competition,0,2,1
22,Male,Information Technology,1,6.24,1,,3,6,3,3,1,0,0,0,0,9,hackathon and others,3,0,2
22,Male,Mechanical,0,9.04,0,,3,4,4,7,0,3,2,4,2,1,hackathon and coding competition,2,2,5
21,Male,Information Technology,1,8.12,0,,7,4,4,9,1,0,3,0,2,9,hackathon and coding competition,1,0,4
22,Male,Electrical,1,8.23,0,,3,9,4,5,5,4,3,4,0,2,hackathon,3,0,1
22,Male,Electronics And Communication,0,6.11,0,,4,1,5,7,2,3,0,4,3,9,hackathon and coding competition,1,1,3
21,Male,Information Technology,0,6.69,0,,10,2,3,7,5,3,1,0,1,2,hackathon and others,0,3,2
21,Female,Computer Science,1,9.74,0,,3,0,5,4,6,3,0,1,3,3,coding competition,1,3,5
22,Male,Information Technology,0,6.23,0,,1,3,7,7,0,4,3,3,4,9,hackathon,1,0,5
22,Male,Information Technology,0,7.13,0,,8,1,9,4,1,0,3,0,3,9,hackathon and extracurricular,3,0,2
22,Male,Civil,0,8.84,1,,9,9,5,5,4,3,4,3,2,4,hackathon,1,3,3
22,Male,Information Technology,1,9.90,0,,2,1,9,6,5,2,4,1,4,3,hackathon and extracurricular,1,2,2
21,Male,Electrical,1,7.16,0,,9,1,3,4,5,3,3,2,3,6,hackathon,2,2,4
21,Female,Information Technology,2,9.89,0,,3,4,6,4,2,3,0,3,2,8,hackathon and coding competition,0,1,7
22,Male,Information Technology,3,7.54,0,,3,9,4,6,4,4,1,4,0,5,hackathon and coding competition,2,0,7
22,Male,Mechanical,0,7.19,1,,5,3,3,5,1,1,4,4,1,10,hackathon and others,2,2,2
21,Female,Information Technology,1,9.04,0,,1,0,3,4,2,0,1,0,3,4,coding competition,0,4,5
22,Male,Mechanical,1,6.28,1,,6,4,3,3,5,4,0,4,0,10,hackathon and others,2,3,5
21,Male,Information Technology,1,6.28,0,,1,7,3,4,5,4,2,0,4,8,hackathon and coding competition,1,2,4
21,Male,Mechanical,0,6.95,0,,7,6,8,8,0,3,2,1,3,1,hackathon,0,3,4
22,Male,Electrical,0,7.94,1,,4,2,6,8,0,4,3,2,4,10,hackathon and extracurricular,1,1,6
21,Male,Information Technology,1,9.46,0,,10,1,4,9,5,2,2,2,1,8,hackathon,2,1,7
21,Male,Computer Science,0,7.00,0,,6,6,5,6,6,4,4,1,0,4,hackathon and others,2,2,7
22,Male,Information Technology,0,6.48,0,,6,7,9,9,0,2,2,0,0,7,hackathon,1,1,3
21,Male,Mechanical,0,7.96,0,,4,6,4,7,3,0,3,2,4,2,hackathon and extracurricular,3,3,6
21,Male,Information Technology,0,7.01,0,,6,9,4,4,6,2,0,1,3,4,hackathon and others,2,4,1
21,Male,Electrical,0,7.99,0,,3,1,7,4,6,3,3,2,1,3,coding competition,2,2,3
21,Male,Electronics And Communication,1,7.50,1,,8,1,8,6,4,0,0,0,2,7,hackathon,0,4,6
21,Male,Civil,2,7.22,0,,1,4,6,8,3,2,2,3,3,9,hackathon and extracurricular,0,4,4
22,Female,Civil,1,6.75,0,,5,4,9,6,3,3,0,0,0,9,hackathon and coding competition,0,3,1
22,Male,Information Technology,0,9.11,0,,6,5,8,3,4,3,1,3,3,7,hackathon and extracurricular,0,2,6
22,Female,Information Technology,1,9.50,0,,2,4,5,6,6,1,4,1,1,4,coding competition,0,3,4
22,Male,Civil,0,8.86,0,,9,0,8,9,6,2,4,0,1,8,hackathon and others,1,2,7
21,Male,Computer Science,0,9.39,1,,3,5,9,7,5,4,4,1,0,3,hackathon,1,3,6
22,Male,Information Technology,2,8.77,0,,9,6,4,7,4,1,2,4,4,8,hackathon and extracurricular,0,2,4
21,Male,Civil,0,8.33,0,,10,1,3,8,5,3,3,4,1,4,coding competition,1,1,5
21,Male,Civil,0,8.39,0,,8,3,6,6,5,1,2,1,0,9,hackathon and others,2,4,1
21,Male,Computer Science,0,7.01,0,,2,8,9,7,0,3,0,2,0,4,coding competition,0,4,6
21,Male,Civil,1,6.95,0,,7,8,6,9,0,3,3,4,3,2,hackathon and extracurricular,3,0,4
21,Male,Civil,1,7.71,0,,6,9,8,5,4,4,2,2,2,7,coding competition,2,2,5
21,Male,Information Technology,2,7.41,1,,2,9,6,5,1,4,1,1,4,5,hackathon and coding competition,3,3,2
21,Female,Mechanical,1,9.43,0,,7,9,7,6,4,2,4,4,0,10,hackathon and extracurricular,0,1,2
22,Male,Information Technology,2,9.02,0,,4,4,4,8,4,2,2,0,3,2,hackathon and extracurricular,0,0,1
21,Female,Civil,1,7.75,1,,6,9,8,5,6,1,2,0,0,7,hackathon,2,3,2
22,Male,Information Technology,0,9.67,0,,3,5,9,6,6,2,2,2,2,6,hackathon and others,3,0,6
22,Male,Electronics And Communication,0,7.12,0,,8,9,6,6,0,3,4,1,3,6,coding competition,3,0,6
21,Male,Computer Science,1,7.60,0,,3,6,3,7,0,3,1,2,1,9,hackathon and extracurricular,0,4,3
22,Male,Information Technology,2,7.47,0,,3,6,3,9,3,0,1,3,2,5,hackathon and others,0,3,4
22,Male,Computer Science,1,9.81,0,,6,3,5,5,3,2,4,2,4,10,hackathon,0,3,7
22,Male,Information Technology,1,9.23,1,,10,8,7,6,5,2,3,3,0,9,hackathon,1,2,3
22,Male,Computer Science,1,6.38,0,,2,9,9,4,2,4,4,1,0,6,hackathon and extracurricular,1,0,2
22,Male,Mechanical,1,7.66,1,,9,2,7,4,6,3,3,2,3,1,hackathon and coding competition,0,1,7
22,Female,Computer Science,1,7.14,0,,10,4,4,8,5,0,1,2,4,10,hackathon and others,3,1,5
22,Male,Mechanical,0,9.85,0,,7,4,4,6,3,4,0,3,3,7,hackathon and extracurricular,2,0,3
22,Male,Civil,0,7.86,0,,9,1,7,4,4,3,2,0,2,9,hackathon and others,3,3,4
22,Male,Information Technology,2,9.29,1,,6,1,9,6,6,2,2,1,1,3,coding competition,2,4,4
22,Male,Mechanical,0,9.96,0,,6,1,9,5,3,4,4,1,3,4,hackathon and others,1,0,4
22,Male,Computer Science,0,6.72,0,,1,2,4,8,2,3,0,3,3,6,coding competition,1,3,6
22,Male,Electronics And Communication,0,7.39,0,,3,7,4,3,0,4,0,1,4,9,hackathon and others,1,4,6
22,Male,Computer Science,1,9.11,0,,4,6,4,4,0,2,2,1,4,10,hackathon,0,2,1
22,Male,Computer Science,1,7.79,0,,9,4,9,3,2,3,0,2,4,7,coding competition,3,1,2
22,Male,Computer Science,2,9.93,0,,10,3,8,8,6,2,3,0,1,6,hackathon and extracurricular,2,2,6
21,Male,Computer Science,1,6.28,0,,8,1,9,6,2,2,2,3,1,10,coding competition,2,0,4
21,Male,Information Technology,0,7.25,1,,4,7,9,8,5,2,2,0,3,5,hackathon and coding competition,0,0,2
22,Male,Computer Science,0,6.53,0,,6,1,8,4,0,1,3,4,2,7,hackathon and others,2,3,6
22,Female,Information Technology,0,6.90,0,,4,5,7,8,2,0,3,0,4,10,hackathon and coding competition,0,0,4
22,Male,Information Technology,0,6.24,0,,7,0,3,6,5,0,0,3,4,3,coding competition,1,3,1
22,Male,Computer Science,0,9.62,0,,7,5,9,6,3,0,2,3,3,9,hackathon and others,0,2,6
21,Male,Civil,1,6.33,0,,3,2,5,8,0,4,2,0,2,7,hackathon and others,3,3,5
21,Male,Mechanical,0,6.88,0,,9,4,8,5,0,4,4,4,0,6,coding competition,2,3,6
21,Male,Information Technology,1,8.77,0,,7,3,7,6,6,3,1,4,2,5,hackathon and others,1,1,4
21,Male,Information Technology,1,8.59,0,,4,6,8,4,0,2,0,2,0,8,coding competition,0,0,5
21,Male,Mechanical,0,7.98,0,,6,6,8,9,6,3,1,3,4,5,hackathon and coding competition,3,0,1
22,Male,Computer Science,1,7.02,0,,9,9,3,3,4,3,1,4,0,9,hackathon and extracurricular,3,1,7
21,Male,Computer Science,1,7.62,0,,5,8,8,9,2,0,2,1,4,5,hackathon and others,3,1,6
22,Male,Mechanical,1,6.71,0,,4,1,4,8,0,0,3,4,0,10,coding competition,2,2,7
22,Male,Information Technology,1,7.54,0,,5,3,9,8,1,3,4,1,4,4,hackathon and coding competition,2,2,4
21,Male,Information Technology,0,9.75,1,,3,3,8,8,1,4,0,4,4,8,hackathon and extracurricular,2,0,1
21,Male,Information Technology,0,9.61,1,,5,3,3,9,5,0,3,1,3,8,hackathon and coding competition,3,3,1
22,Male,Information Technology,2,6.64,0,,10,1,4,9,2,0,1,3,1,8,coding competition,0,1,4
22,Male,Electrical,0,6.41,1,,1,5,4,8,6,1,1,0,1,6,coding competition,1,1,6
22,Male,Mechanical,0,8.21,0,,7,5,4,3,6,1,3,2,1,9,hackathon and coding competition,3,2,6
22,Female,Electronics And Communication,1,7.25,0,,5,1,6,8,6,2,4,3,3,5,hackathon and extracurricular,0,4,7
21,Male,Mechanical,0,7.51,0,,10,5,9,4,5,3,2,1,3,2,coding competition,0,2,5
21,Male,Electrical,0,8.53,0,,1,9,6,6,1,2,3,0,4,6,hackathon and others,1,2,6
22,Male,Electronics And Communication,1,9.29,0,,9,6,9,3,2,2,0,2,1,7,hackathon,0,2,5
21,Male,Civil,0,8.99,0,,2,4,6,6,5,1,2,0,4,10,coding competition,0,3,6
21,Male,Civil,0,8.64,0,,5,1,8,6,2,3,1,1,1,3,hackathon and others,0,2,2
22,Male,Computer Science,1,9.36,0,,3,2,8,6,3,3,0,0,1,2,hackathon and coding competition,2,0,6
21,Male,Mechanical,1,6.98,0,,9,0,3,3,6,4,1,2,1,5,hackathon and others,1,0,4
21,Male,Information Technology,0,8.16,1,,10,2,8,3,5,2,1,0,4,10,hackathon and extracurricular,3,2,2
22,Female,Computer Science,0,7.76,0,,3,5,9,5,5,4,1,4,1,7,coding competition,3,0,5
21,Female,Computer Science,0,8.64,0,,6,4,4,3,3,3,1,0,4,7,hackathon,3,2,5
22,Male,Civil,0,8.21,0,,2,3,4,5,5,1,4,0,4,9,hackathon and extracurricular,2,4,3
22,Male,Computer Science,1,7.31,1,,10,6,4,7,0,3,0,0,4,6,hackathon,3,3,6
22,Male,Civil,0,8.70,1,,7,1,9,4,2,2,0,1,3,10,hackathon and coding competition,2,3,4
22,Male,Mechanical,0,9.72,0,,4,2,5,7,6,0,1,2,3,9,hackathon,0,2,5
21,Male,Electronics And Communication,1,7.26,1,,8,1,9,5,6,0,2,3,1,9,hackathon and extracurricular,2,1,7
22,Male,Information Technology,0,7.34,0,,8,1,6,8,3,3,1,3,4,5,hackathon and coding competition,2,4,2
22,Male,Computer Science,0,7.97,0,,1,2,3,7,5,0,3,3,0,3,hackathon and coding competition,3,4,4
22,Male,Information Technology,1,9.19,0,,3,7,5,4,6,0,0,0,3,9,hackathon and extracurricular,3,2,7
21,Male,Electronics And Communication,1,9.79,0,,7,6,6,9,3,4,4,2,4,5,coding competition,1,3,4
22,Female,Computer Science,1,7.09,0,,8,3,7,4,6,2,2,1,4,10,hackathon and extracurricular,0,1,3
22,Female,Computer Science,2,9.21,0,,9,6,9,5,4,2,4,3,2,1,hackathon and others,2,2,4
22,Male,Electrical,0,9.80,0,,9,8,6,3,5,4,3,1,4,2,hackathon and extracurricular,1,1,2
22,Male,Mechanical,0,9.96,0,,3,2,6,7,6,1,2,4,1,8,hackathon and coding competition,0,3,5
22,Male,Computer Science,2,7.51,0,,7,7,9,5,1,2,3,3,4,4,hackathon and others,3,1,1
22,Male,Mechanical,0,7.61,0,,4,2,9,5,2,1,0,1,0,7,coding competition,0,2,7
22,Male,Computer Science,1,7.25,0,,2,2,4,5,2,4,2,0,2,1,hackathon and extracurricular,0,4,3
21,Male,Information Technology,1,6.69,1,,1,5,8,8,5,3,0,4,2,8,hackathon and extracurricular,0,4,7
21,Male,Information Technology,1,7.31,1,,7,4,7,6,6,1,1,3,2,9,hackathon,1,2,1
22,Female,Information Technology,1,8.08,0,,6,5,4,7,1,0,0,2,0,6,coding competition,1,2,7
21,Male,Information Technology,2,6.90,1,,7,2,9,4,0,2,1,1,4,3,hackathon and coding competition,1,2,5
21,Male,Civil,0,6.65,0,,4,4,8,4,5,0,0,3,1,2,hackathon,2,2,4
21,Male,Information Technology,0,7.21,0,,1,2,4,4,4,3,1,1,1,5,coding competition,3,2,2
22,Male,Information Technology,2,8.30,0,,9,5,4,3,1,0,1,0,1,10,hackathon and coding competition,3,1,4
22,Male,Information Technology,1,6.14,0,,3,4,7,6,3,1,4,0,1,4,hackathon and others,2,2,5
21,Female,Computer Science,1,6.82,1,,6,3,9,8,3,2,2,4,2,3,coding competition,1,0,4
22,Male,Computer Science,1,7.72,0,,4,6,9,6,1,1,0,3,2,4,hackathon and coding competition,2,3,5
22,Male,Electrical,2,6.10,0,,1,6,4,3,2,0,0,2,4,10,hackathon,1,3,7
21,Male,Civil,1,8.32,0,,4,0,6,9,1,2,0,1,0,4,hackathon and coding competition,3,0,6
21,Male,Information Technology,2,6.34,1,,8,5,7,4,5,4,1,4,2,6,hackathon,0,3,3
22,Male,Information Technology,2,6.79,1,,9,0,4,3,1,1,0,4,3,4,hackathon and coding competition,2,0,3
21,Male,Electronics And Communication,1,9.31,1,,7,2,7,9,2,4,4,3,1,1,coding competition,1,0,4
21,Male,Mechanical,1,9.54,1,,3,3,8,6,3,4,3,2,0,4,hackathon,3,2,3
22,Male,Information Technology,1,6.38,0,,6,7,9,8,1,2,0,3,3,7,hackathon,1,3,1
22,Male,Information Technology,2,8.27,1,,1,7,4,6,0,3,2,2,3,1,hackathon,1,0,2
21,Male,Computer Science,1,7.29,1,,6,3,8,9,6,1,0,3,4,7,hackathon and coding competition,0,4,1
22,Male,Information Technology,2,8.20,0,,10,0,6,3,0,1,2,0,4,4,hackathon,3,3,2
22,Male,Information Technology,1,6.09,0,,1,5,8,4,1,1,2,2,0,6,hackathon and extracurricular,0,1,3
21,Male,Information Technology,2,8.15,1,,8,8,7,5,5,1,2,1,3,9,hackathon and extracurricular,0,2,4
21,Male,Electrical,2,9.50,0,,3,0,8,3,3,1,3,2,3,10,hackathon,0,4,1
22,Male,Civil,2,9.55,1,,4,9,8,6,1,4,2,2,1,4,hackathon,3,0,4
22,Male,Information Technology,2,6.43,0,,8,2,7,5,2,1,1,0,3,8,hackathon,3,0,5
22,Male,Information Technology,2,8.74,0,,7,8,4,5,5,4,0,1,0,2,hackathon,0,2,7
21,Female,Civil,2,9.30,0,,2,1,9,9,5,2,1,3,4,2,hackathon and others,3,4,2
22,Male,Electrical,1,9.65,1,,4,3,8,9,6,1,4,4,0,2,hackathon and coding competition,3,0,6
22,Male,Civil,2,9.17,0,,8,7,6,4,3,1,1,0,1,3,hackathon,0,2,5
21,Male,Information Technology,2,8.38,0,,7,6,4,9,0,3,4,0,4,1,hackathon and others,1,1,1
21,Male,Civil,1,6.37,0,,3,3,3,7,0,1,4,0,4,3,coding competition,0,3,3
22,Female,Computer Science,2,8.24,0,,6,8,7,5,4,4,2,0,1,1,hackathon and coding competition,2,1,3
21,Female,Electronics And Communication,1,7.45,0,,4,0,3,6,5,3,4,0,3,5,hackathon,3,3,6
22,Female,Information Technology,1,9.03,1,,9,4,9,6,0,1,3,2,0,9,hackathon and coding competition,2,0,3
21,Male,Mechanical,2,6.45,0,,6,3,6,8,4,4,2,3,0,4,hackathon and coding competition,3,4,5
22,Male,Mechanical,2,6.04,0,,8,2,5,5,4,0,2,4,2,9,hackathon and others,3,0,4
21,Male,Information Technology,2,9.29,0,,2,9,4,3,3,1,4,0,0,4,hackathon and others,3,4,7
22,Male,Computer Science,2,6.90,0,,8,1,3,6,1,0,3,0,3,5,hackathon and extracurricular,3,3,1
21,Male,Electrical,1,6.75,0,,4,6,4,5,3,1,3,0,0,2,hackathon and coding competition,2,1,4
21,Female,Computer Science,1,9.60,0,,10,4,6,9,5,4,4,2,0,2,hackathon,2,1,4
22,Male,Civil,2,7.55,0,,4,1,5,4,0,4,0,0,2,5,coding competition,3,1,4
22,Male,Computer Science,1,8.35,0,,3,8,7,6,4,4,1,2,2,2,hackathon and extracurricular,3,4,7
21,Male,Information Technology,1,7.79,0,,5,1,6,6,6,2,3,0,4,4,hackathon,2,3,4
21,Male,Computer Science,2,6.95,0,,5,8,6,4,0,3,4,0,2,9,hackathon and others,1,3,1
22,Female,Mechanical,1,7.84,0,,2,8,7,6,3,4,4,0,2,6,hackathon,1,3,1
22,Female,Information Technology,1,6.32,0,,6,9,9,6,5,4,4,0,1,10,hackathon and coding competition,3,1,7
22,Male,Mechanical,1,7.14,0,,1,7,3,3,5,2,4,4,2,10,hackathon and others,1,1,2
21,Male,Computer Science,1,8.36,1,,3,0,6,5,2,3,0,4,1,2,hackathon and extracurricular,0,4,2
21,Male,Computer Science,2,7.51,1,,5,4,3,7,2,1,2,1,3,7,coding competition,1,1,1
22,Male,Information Technology,2,9.49,0,,2,5,4,3,5,1,0,4,4,7,hackathon and extracurricular,2,2,2
22,Male,Mechanical,1,9.42,0,,6,8,4,3,0,4,0,2,1,2,hackathon and coding competition,2,4,1
22,Male,Computer Science,2,7.45,0,,2,8,9,8,5,0,2,3,4,9,hackathon,0,3,6
21,Male,Computer Science,2,8.05,0,,9,5,8,6,5,2,0,4,4,7,hackathon and extracurricular,0,0,1
22,Male,Mechanical,1,9.61,0,,2,0,3,5,3,1,3,3,3,7,hackathon and coding competition,3,2,4
21,Male,Computer Science,2,7.17,0,,4,2,5,6,2,2,1,3,3,8,hackathon and extracurricular,1,4,4
22,Male,Civil,1,6.20,0,,10,9,5,5,5,1,1,4,3,4,hackathon and coding competition,2,3,5
22,Male,Civil,2,7.14,1,,9,3,5,6,3,2,1,4,2,8,coding competition,0,1,1
21,Male,Electrical,2,8.66,0,,2,6,8,3,3,2,1,0,3,7,coding competition,3,3,7
21,Female,Computer Science,1,6.08,1,,8,3,5,6,4,1,4,2,4,10,coding competition,2,0,4
22,Male,Computer Science,1,7.53,1,,5,3,5,8,0,1,2,0,3,7,hackathon and others,1,3,6
22,Male,Electrical,2,6.58,0,,7,6,8,6,0,0,2,4,2,10,hackathon and extracurricular,3,4,5
22,Female,Electronics And Communication,1,9.72,1,,3,0,4,5,0,3,4,1,0,10,hackathon and coding competition,2,3,4
22,Male,Civil,1,7.82,0,,6,7,9,9,0,1,1,4,4,5,coding competition,1,4,1
21,Male,Electronics And Communication,2,8.72,0,,10,0,5,3,3,3,2,1,4,2,hackathon and others,2,4,3
21,Female,Electrical,2,9.57,0,,10,2,5,4,3,2,4,1,3,9,hackathon and coding competition,0,1,5
22,Male,Computer Science,2,9.42,0,,8,2,7,8,3,3,0,2,2,7,coding competition,2,0,6
22,Female,Electronics And Communication,2,9.13,0,,9,2,3,4,3,2,4,4,0,7,coding competition,0,0,1
22,Male,Computer Science,1,6.08,0,,9,3,6,4,3,2,3,1,1,4,hackathon and extracurricular,1,3,4
21,Female,Electronics And Communication,1,7.72,1,,4,7,6,5,2,2,0,3,3,2,coding competition,0,0,7
22,Male,Electronics And Communication,1,6.89,0,,3,7,3,7,6,3,4,1,3,1,hackathon and extracurricular,3,4,7
21,Male,Mechanical,2,8.56,1,,4,5,7,7,5,1,2,0,1,8,hackathon and others,1,2,2
21,Male,Electronics And Communication,1,8.09,0,,8,3,7,8,2,0,2,1,0,7,hackathon and others,2,3,7
22,Female,Electrical,2,8.55,0,,10,7,6,8,6,4,2,4,4,8,coding competition,3,1,2
21,Male,Civil,2,8.61,0,,8,6,8,4,4,2,3,3,0,5,hackathon and extracurricular,0,2,7
22,Male,Information Technology,1,7.68,0,,6,9,6,7,1,1,3,3,3,6,hackathon,3,1,1
22,Female,Electrical,2,9.57,0,,6,1,4,6,3,0,4,0,4,7,hackathon and extracurricular,3,0,3
22,Male,Electronics And Communication,2,6.67,0,,10,7,6,3,5,4,1,2,2,7,coding competition,1,0,5
22,Male,Computer Science,1,8.16,0,,6,8,5,8,2,1,4,4,1,9,hackathon and others,2,1,5
21,Male,Computer Science,1,9.02,0,,1,1,4,4,4,3,2,3,4,10,coding competition,1,1,1
22,Male,Electronics And Communication,2,8.46,0,,1,2,8,5,6,2,1,1,0,3,hackathon and others,1,2,4
21,Male,Information Technology,1,8.53,0,,3,5,9,9,4,2,0,1,2,9,hackathon and coding competition,3,2,2
21,Male,Information Technology,2,6.41,1,,4,2,6,4,4,4,3,4,4,6,coding competition,2,3,2
21,Female,Computer Science,2,7.27,1,,7,2,3,3,6,4,4,0,4,6,hackathon and extracurricular,0,1,7
21,Male,Computer Science,2,8.66,0,,1,2,6,3,1,4,4,3,1,8,hackathon and extracurricular,3,3,7
22,Male,Information Technology,1,6.55,0,,5,1,9,3,3,3,0,3,4,3,coding competition,2,3,6
21,Male,Civil,2,6.43,0,,1,7,6,4,6,1,1,2,2,10,hackathon and others,0,1,3
21,Female,Computer Science,2,8.33,0,,5,2,7,9,1,4,0,4,1,3,hackathon and extracurricular,3,1,2
22,Male,Mechanical,1,7.34,0,,3,4,4,8,0,0,1,3,1,10,hackathon and extracurricular,0,4,5
22,Male,Mechanical,1,9.05,0,,9,7,5,3,1,4,3,0,1,1,hackathon and others,3,4,5
22,Male,Information Technology,1,6.49,0,,10,1,9,5,5,3,4,3,3,6,hackathon,0,2,2
21,Male,Electrical,1,9.81,0,,1,7,7,3,6,1,4,4,1,10,hackathon and coding competition,2,4,4
21,Male,Mechanical,1,7.89,0,,3,8,8,8,2,1,3,3,1,2,coding competition,3,3,7
22,Male,Electrical,1,9.10,0,,2,1,8,9,1,1,4,1,2,6,hackathon and coding competition,2,1,1
22,Male,Mechanical,2,6.39,0,,1,6,8,3,3,1,2,2,0,3,hackathon and coding competition,1,1,1
22,Male,Information Technology,1,7.98,0,,4,7,4,3,5,4,2,1,2,5,hackathon and coding competition,3,3,3
22,Male,Civil,1,7.57,0,,7,4,4,7,3,3,0,4,4,5,hackathon and others,1,0,2
21,Male,Information Technology,1,7.50,1,,6,3,4,5,3,3,4,4,4,9,coding competition,1,2,5
21,Female,Computer Science,2,6.05,0,,10,5,9,7,3,2,4,0,4,10,hackathon and coding competition,2,4,6
22,Male,Electronics And Communication,2,8.74,0,,8,2,7,7,5,2,3,1,0,10,hackathon and others,1,2,1
22,Male,Electronics And Communication,2,7.58,1,,4,9,5,5,2,1,3,0,2,9,hackathon and coding competition,2,1,2
22,Male,Mechanical,1,6.87,0,,4,9,4,4,4,1,2,1,2,5,coding competition,2,1,5
22,Male,Computer Science,1,6.60,0,,1,6,9,5,5,0,2,0,0,4,hackathon and others,3,1,4
22,Male,Electronics And Communication,1,9.74,1,,6,1,3,3,2,1,2,2,3,8,hackathon and coding competition,0,1,4
22,Male,Electronics And Communication,1,6.56,1,,1,8,4,8,5,1,1,1,0,6,hackathon,3,1,3
21,Female,Electrical,1,7.25,1,,4,7,3,9,6,3,1,4,3,3,hackathon,3,3,2
22,Female,Computer Science,1,7.16,0,,10,8,8,7,5,2,4,3,2,10,hackathon,0,2,6
22,Female,Information Technology,1,9.69,0,,3,8,9,6,0,4,0,0,3,3,hackathon and others,1,4,4
21,Male,Mechanical,2,8.18,0,,5,8,5,7,6,3,4,2,0,3,hackathon,3,4,4
21,Male,Electronics And Communication,2,8.40,1,,3,7,7,7,4,1,0,1,3,2,hackathon,3,2,5
22,Male,Civil,2,6.40,0,,3,2,3,8,5,1,2,0,3,7,hackathon,2,4,6
21,Male,Information Technology,2,6.87,0,,3,1,6,4,0,3,3,4,2,5,hackathon and coding competition,1,1,1
